Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1tRkRmHmkn9ZelpFPEvM3J,"Freedom - Radio Edit","Radiospective (Radio Edit)","Uwe Felchle Project;Gidon Oechsner",2022-01-21,254736,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:25Z,"","FUNKY MOOSE RECORDS",0.692,0.674,2,-7.605,1,0.0349,0.0929,0.302,0.0899,0.556,114.021,4
spotify:track:1n5y5mnieQliDOtwXmeubH,"Soulkeeper - Radio Edit","Radiospective (Radio Edit)","Uwe Felchle Project",2022-01-21,189480,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:25Z,"","FUNKY MOOSE RECORDS",0.595,0.918,7,-6.279,1,0.0508,0.000249,0.0254,0.662,0.755,104.987,4
spotify:track:4Er9vC7GX8TqiQf7iFHaYe,"Green Funk","Green Funk (Remastered)","Uwe Felchle Project;Adam Holzman;Rainer Scheithauer",2022-01-21,270605,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.602,0.913,5,-7.023,0,0.0566,0.033,0.00789,0.651,0.936,109.957,4
spotify:track:3XdSVMcW4mdhymeoXjoYGE,"Tyrone came back yesterday","Green Funk (Remastered)","Uwe Felchle Project",2022-01-21,233426,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.667,0.624,0,-6.699,1,0.0919,0.0365,0.0317,0.128,0.702,186.021,4
spotify:track:1PV2AviyZWwhixPxbQZhSS,"Dean`s gone","Green Funk (Remastered)","Uwe Felchle Project;Dean Brown",2022-01-21,261293,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.857,0.401,9,-9.269,0,0.045,0.524,0.764,0.103,0.522,120.006,4
spotify:track:1vXFqnrxYruPu7V5ynbmzV,"Change yourself","Green Funk (Remastered)","Uwe Felchle Project;Phunkyman Eaton",2022-01-21,221400,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.695,0.843,2,-7.775,1,0.233,0.317,0.0000755,0.372,0.687,88.995,4
spotify:track:5N9WDPJVvbeNMZoKmRgTVa,"Colours fade to grey","Green Funk (Remastered)","Uwe Felchle Project",2022-01-21,223080,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.475,0.566,9,-8.311,0,0.0416,0.473,0.0931,0.178,0.647,79.611,4
spotify:track:1Pr4iOA6EyFVb06zy4SWL4,"The Rockstar song","Green Funk (Remastered)","Uwe Felchle Project;Markus Carr",2022-01-21,216066,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.771,0.964,9,-5.454,1,0.131,0.357,0.0000377,0.272,0.479,114.987,4
spotify:track:3vSwKlgLrhmue1b0EomlvH,"Westside Hotel Blues","Green Funk (Remastered)","Uwe Felchle Project",2022-01-21,263053,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.706,0.346,4,-10.511,0,0.038,0.218,0.834,0.092,0.398,78.527,4
spotify:track:2L3xC2ut8hLJnXxRxirpJw,"What `Ya Doin Babey","Green Funk (Remastered)","Uwe Felchle Project;Hubert Tubbs",2022-01-21,317626,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.792,0.771,0,-5.945,1,0.147,0.424,0.000134,0.112,0.679,135.025,4
spotify:track:1IjJsAGY9C0dPKrXp8N3Ii,"The streets of Vienna","Green Funk (Remastered)","Uwe Felchle Project",2022-01-21,253533,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.729,0.869,8,-7.406,0,0.0396,0.0125,0.909,0.118,0.903,104.592,4
spotify:track:2s8jjrUqTNS51EmXtHdgrv,"Sick `n tired","Green Funk (Remastered)","Uwe Felchle Project;Blair Darby",2022-01-21,221026,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.754,0.856,1,-7.508,1,0.0614,0.608,0.0183,0.551,0.516,120,4
spotify:track:3WaMqAGlQiPNzYmzCkuy8z,"Can you feel the funk","Green Funk (Remastered)","Uwe Felchle Project",2022-01-21,234133,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.709,0.808,2,-5.366,1,0.0467,0.0454,0.134,0.332,0.876,84.994,4
spotify:track:0nRBm19xRhapT6sE2Twb03,"Bop do neva stop","Green Funk (Remastered)","Uwe Felchle Project",2022-01-21,281080,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.797,0.837,11,-9.041,0,0.133,0.318,0.101,0.132,0.657,107.047,4
spotify:track:45U64mtFp5shn2j5OLOX0b,"Dahomies","Green Funk (Remastered)","Uwe Felchle Project;Tony Tone",2022-01-21,210586,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.658,0.754,11,-5.939,0,0.1,0.1,0.007,0.841,0.854,85.968,4
spotify:track:6IebelAAtFGnghCmoTxl5Q,"Demoleschool","Green Funk (Remastered)","Uwe Felchle Project;Nikola Stanosevic",2022-01-21,184160,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:29Z,"","FUNKY MOOSE RECORDS",0.781,0.703,2,-6.807,1,0.0822,0.043,0.849,0.0855,0.16,94.486,4
spotify:track:3fiQdZhR7hmnNy0mbKCyYp,"Eleven","Eleven","Uwe Felchle Project",2022-01-08,288564,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:32Z,"","FUNKY MOOSE RECORDS",0.839,0.538,8,-12.883,1,0.338,0.241,0.0812,0.0829,0.558,134.999,4
spotify:track:0va7yQDYMELC93kM50Jz3L,"Baghdad Caddesi","Baghdad Caddesi","Uwe Felchle Project;Sven Stichter;Mic Oechsner;Berfin",2022-01-08,243766,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:34Z,"","FUNKY MOOSE RECORDS",0.615,0.864,10,-6.011,0,0.0362,0.49,0.829,0.339,0.374,119.977,4
spotify:track:0pp06JWt83J94KnxVIeQap,"What?","What?","Uwe Felchle Project",2022-01-07,163018,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:35Z,"","FUNKY MOOSE RECORDS",0.79,0.486,0,-10.397,1,0.0542,0.00042,0.776,0.0975,0.346,106.004,4
spotify:track:4nWgoTgaNx7gWIXcQY5WTM,"Unknown female rapper","Unknown female rapper","Uwe Felchle Project",2022-01-03,209476,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:38Z,"","FUNKY MOOSE RECORDS",0.786,0.894,2,-4.946,1,0.139,0.0161,0,0.0612,0.598,106.886,4
spotify:track:40aFvCKMDNCDxOSoe96NAy,"This coul be a fatal decision","This coul be a fatal decision","Uwe Felchle Project",2022-01-03,233740,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:41Z,"","FUNKY MOOSE RECORDS",0.747,0.729,6,-8.752,0,0.0404,0.0872,0.693,0.119,0.496,114.991,4
spotify:track:1JJ85rHc5QD6nj5d6Qo7D5,"Mrs. Pringles fall","Mrs. Pringles fall","Uwe Felchle Project",2022-01-02,191492,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:43Z,"","FUNKY MOOSE RECORDS",0.566,0.52,4,-8.027,0,0.0436,0.441,0.466,0.167,0.0789,119.792,4
spotify:track:1JJ85rHc5QD6nj5d6Qo7D5,"Mrs. Pringles fall","Mrs. Pringles fall","Uwe Felchle Project",2022-01-02,191492,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:47Z,"","FUNKY MOOSE RECORDS",0.566,0.52,4,-8.027,0,0.0436,0.441,0.466,0.167,0.0789,119.792,4
spotify:track:1ZfwuuUop02g8fbjSLIaT1,"Hairgrease","Hairgrease","Uwe Felchle Project",2022-01-02,229759,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:50Z,"","FUNKY MOOSE RECORDS",0.813,0.8,9,-7.655,1,0.0579,0.0676,0.79,0.0659,0.962,100.989,4
spotify:track:2HyyRXhnCK9xZFemIi0Kwb,"Ray of light","Ray of light","Uwe Felchle Project",2022-01-01,260868,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:52Z,"","FUNKY MOOSE RECORDS",0.775,0.798,4,-7.388,0,0.077,0.207,0.439,0.121,0.75,92.015,4
spotify:track:7ysPih6HPdkXZOlAPjjY1G,"Taksim-Taksim","Taksim-Taksim","Uwe Felchle Project",2021-12-31,243657,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:54Z,"","FUNKY MOOSE RECORDS",0.625,0.836,0,-7.445,1,0.0386,0.0994,0.88,0.0974,0.504,104.971,4
spotify:track:3wsm4U7zaEM88Ln1kW9YGV,"Paris Slight Side-or (Stay away from trouble)","Paris Slight Side-or (Stay away from trouble)","Uwe Felchle Project",2021-12-31,137624,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:11:58Z,"","FUNKY MOOSE RECORDS",0.694,0.476,2,-10.96,1,0.0398,0.196,0.632,0.131,0.195,100.039,4
spotify:track:4c6o9IC9hdZGNQFId6X1ZG,"Soul-Wash 45","Soul-Wash 45","Uwe Felchle Project",2021-12-30,216048,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:00Z,"","FUNKY MOOSE RECORDS",0.784,0.717,4,-10.349,0,0.0461,0.00527,0.723,0.0662,0.32,120.019,4
spotify:track:4g6nEYQqgVMhgkjxogATae,"Funkypasta-basta","Funkypasta-basta","Uwe Felchle Project",2021-12-30,230945,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:02Z,"","FUNKY MOOSE RECORDS",0.747,0.514,11,-12.646,1,0.0366,0.00355,0.795,0.0764,0.693,95.983,4
spotify:track:4MA3m4do8mAUiErv5AKDlY,"Brief","Brief","Uwe Felchle Project",2021-12-30,233600,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:04Z,"","FUNKY MOOSE RECORDS",0.71,0.567,1,-16.046,1,0.169,0.0508,0.602,0.105,0.782,75.01,4
spotify:track:0pFfHQ6EpdqESyWKVJKjj6,"Kuhäugige Anna","Kuhäugige Anna","Uwe Felchle Project",2021-12-29,231604,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:07Z,"","FUNKY MOOSE RECORDS",0.729,0.495,9,-13.083,1,0.358,0.256,0.0000085,0.146,0.849,165.065,4
spotify:track:7JguHUOmH2kQXNcpQTwORq,"Basscinations","Basscinations","Uwe Felchle Project",2021-12-29,232427,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:13Z,"","FUNKY MOOSE RECORDS",0.738,0.615,9,-9.028,0,0.06,0.627,0.386,0.105,0.476,109.983,4
spotify:track:2VfxJ85JejyGbtST7xKuRK,"Take my hand","Take my hand","Uwe Felchle Project",2021-12-28,188041,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:16Z,"","FUNKY MOOSE RECORDS",0.731,0.722,4,-9.045,0,0.05,0.0506,0.862,0.127,0.827,96.992,4
spotify:track:493WpAylULXfiMMODYtY0G,"Sweet Meryem","Sweet Meryem","Uwe Felchle Project;Hubert Tubbs;Lyrix;Dreista;SHABAROTTI",2021-12-28,212215,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:18Z,"","FUNKY MOOSE RECORDS",0.685,0.552,7,-11.585,1,0.175,0.0265,0,0.281,0.38,94.987,4
spotify:track:2EFd0YGNoaPcil8dwJNXYM,"Glückspirat","Der Glückspirat","Uwe Felchle Project",2021-12-28,193493,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:22Z,"","FUNKY MOOSE RECORDS",0.726,0.253,7,-12.457,1,0.169,0.724,0.0023,0.109,0.444,79.949,4
spotify:track:51EUJxMPWOcf7XjoAfYC6V,"Fragezeichen","Der Glückspirat","Uwe Felchle Project",2021-12-28,150857,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:22Z,"","FUNKY MOOSE RECORDS",0.73,0.237,0,-13.454,1,0.0379,0.891,0.0298,0.111,0.228,139.69,4
spotify:track:2kJ1eL9dGJNPI6LPCgpc5A,"Train to Istanbul","Train to Istanbul","Uwe Felchle Project;Umut Akar",2021-12-27,312176,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:24Z,"","FUNKY MOOSE RECORDS",0.502,0.51,9,-8.989,0,0.0354,0.543,0.911,0.112,0.221,166.049,4
spotify:track:338c7CAiTqDm4UWV2t4yzi,"I know u want me","I know u want me","Uwe Felchle Project",2021-12-27,332905,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:27Z,"","FUNKY MOOSE RECORDS",0.62,0.812,10,-7.686,0,0.0335,0.00101,0.0553,0.0555,0.866,102.009,4
spotify:track:4uc0grISuPeLZo1Kgw092O,"Asli`s running","Asli`s running","Uwe Felchle Project",2021-12-27,241234,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:29Z,"","FUNKY MOOSE RECORDS",0.646,0.886,4,-6.508,0,0.0628,0.0142,0.732,0.0537,0.843,100.007,4
spotify:track:4uc0grISuPeLZo1Kgw092O,"Asli`s running","Asli`s running","Uwe Felchle Project",2021-12-27,241234,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:31Z,"","FUNKY MOOSE RECORDS",0.646,0.886,4,-6.508,0,0.0628,0.0142,0.732,0.0537,0.843,100.007,4
spotify:track:60THJLwAptqmkMNTQkBFyX,"Wait-`til the FUNK gets it`s hands on you!","Wait-`til the FUNK gets it`s hands on you!","Uwe Felchle Project;Hubert Tubbs",2021-12-26,240954,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:33Z,"","FUNKY MOOSE RECORDS",0.594,0.879,11,-7.603,0,0.14,0.00335,0.0018,0.339,0.823,176.044,4
spotify:track:3yfukLFSCa5g1XhRlmntpQ,"Room with a mountain View","Room with a mountain View","Uwe Felchle Project",2021-12-26,188720,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:35Z,"","FUNKY MOOSE RECORDS",0.303,0.511,9,-11.569,0,0.0308,0.012,0.84,0.0788,0.175,85.244,5
spotify:track:6Q49czjVzps3BDGdircQ7D,"Frames","Frames","Uwe Felchle Project;Gianfranco Continenza",2021-12-26,195555,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:38Z,"jazz fusion,jam band","FUNKY MOOSE RECORDS",0.677,0.657,7,-8.258,1,0.0436,0.00752,0.799,0.137,0.693,108.042,4
spotify:track:6WAvdz7sHAWQzfYziMfRvv,"Massadaba !!","Massadaba !!","Uwe Felchle Project",2021-12-25,284000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:40Z,"","FUNKY MOOSE RECORDS",0.738,0.721,0,-7.802,1,0.117,0.293,0.27,0.0959,0.871,149.955,4
spotify:track:2DBrceIbPclTxso2ipBirD,"in this place","in this place","Uwe Felchle Project",2021-12-24,221724,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:42Z,"","FUNKY MOOSE RECORDS",0.565,0.438,5,-11.829,1,0.0336,0.208,0.00102,0.1,0.46,81.966,3
spotify:track:6TcgplbzdYrXGLGREtjo3Y,"Autumn Bliss","Autumn Bliss","Uwe Felchle Project",2021-12-24,393070,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:44Z,"","FUNKY MOOSE RECORDS",0.616,0.794,0,-9.912,1,0.0345,0.592,0.902,0.0989,0.463,127.026,4
spotify:track:6TcgplbzdYrXGLGREtjo3Y,"Autumn Bliss","Autumn Bliss","Uwe Felchle Project",2021-12-24,393070,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:12:47Z,"","FUNKY MOOSE RECORDS",0.616,0.794,0,-9.912,1,0.0345,0.592,0.902,0.0989,0.463,127.026,4
spotify:track:44VuY6CD4rUnkrhntf4Gja,"Two Hearts","Two Hearts","Uwe Felchle Project",2021-12-23,241287,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:25Z,"","FUNKY MOOSE RECORDS",0.753,0.813,5,-4.703,1,0.0338,0.0895,0,0.431,0.785,103.024,4
spotify:track:1Fc2upkVcjr2bqF6kDwOE9,"I know you","I know you","Uwe Felchle Project",2021-12-23,210228,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:27Z,"","FUNKY MOOSE RECORDS",0.727,0.769,9,-11.009,0,0.038,0.0331,0.875,0.154,0.721,92.038,4
spotify:track:0CvMMe3k241ZNOVvK4lhc1,"Djinji Tree","Djinji Tree","Uwe Felchle Project",2021-12-23,281494,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:30Z,"","FUNKY MOOSE RECORDS",0.757,0.547,7,-12.269,1,0.0577,0.00987,0.94,0.0711,0.51,133.001,4
spotify:track:22Qa3Terup2XHRO6NIpvPP,"Aha","Aha","Uwe Felchle Project",2021-12-23,321515,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:34Z,"","FUNKY MOOSE RECORDS",0.779,0.468,11,-15.946,1,0.102,0.133,0.857,0.079,0.6,109.007,4
spotify:track:4xRDrYOgYUPee1FqzNGni4,"Walk on","Walk on","Uwe Felchle Project;Hubert Tubbs",2021-12-22,226905,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:36Z,"","FUNKY MOOSE RECORDS",0.734,0.867,2,-4.409,1,0.0305,0.0134,0.00189,0.0703,0.68,120.081,4
spotify:track:3Fj1rGzF5Pi6ZBDcQlG2mX,"Assos","Assos","Uwe Felchle Project",2021-12-22,243696,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:37Z,"","FUNKY MOOSE RECORDS",0.677,0.834,6,-7.31,0,0.0627,0.219,0.46,0.18,0.46,94.989,4
spotify:track:3yrWHG5r32ryW9LUQeALGp,"into the night","into the night","Uwe Felchle Project",2021-12-21,224805,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:39Z,"","FUNKY MOOSE RECORDS",0.603,0.588,9,-12.088,0,0.0385,0.192,0.357,0.1,0.372,119.995,4
spotify:track:2qQzVT0ZG0PcaaCJKjWZOc,"some will-some don`t ...","some will-some don`t ...","Uwe Felchle Project",2021-12-20,228571,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:40Z,"","FUNKY MOOSE RECORDS",0.724,0.288,4,-13.269,0,0.0573,0.649,0.821,0.074,0.706,63.008,4
spotify:track:0MVGcEsS9ga1Vay5PbcDSu,"Fuego","Fuego","Uwe Felchle Project",2021-12-20,251568,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:42Z,"","FUNKY MOOSE RECORDS",0.788,0.909,10,-5.363,0,0.0566,0.0763,0.617,0.062,0.634,124.963,4
spotify:track:7nQ1WpcbjLNWd9ac6AAPq3,"Which way? ...","Which way? ...","Uwe Felchle Project",2021-12-19,154814,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:45Z,"","FUNKY MOOSE RECORDS",0.627,0.488,9,-13.684,0,0.0685,0.072,0.865,0.195,0.496,162.044,4
spotify:track:1qpBKwKnXyB4Bac3YfOOrp,"on and on","on and on","Uwe Felchle Project",2021-12-18,261816,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:47Z,"","FUNKY MOOSE RECORDS",0.628,0.719,0,-9.774,0,0.039,0.0394,0.0106,0.143,0.893,83.049,4
spotify:track:3BlbrBH5sAOtWiMHzLFdrR,"may I, Sir","may I, Sir","Uwe Felchle Project",2021-12-18,192000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:49Z,"","FUNKY MOOSE RECORDS",0.776,0.563,9,-10.801,0,0.0316,0.0596,0.597,0.106,0.837,110.015,4
spotify:track:756gCEggvqMRmH4WmSVT2L,"Case 11b","Case 11b","Uwe Felchle Project",2021-12-17,123057,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:51Z,"","FUNKY MOOSE RECORDS",0.868,0.791,7,-10.57,1,0.0461,0.479,0.141,0.0899,0.942,119.979,4
spotify:track:0Ut5e4I0ay7CmYZadfeyqV,"Alicia`s Dream","Alicia`s Dream","Uwe Felchle Project",2021-12-17,172801,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:53Z,"","FUNKY MOOSE RECORDS",0.774,0.559,9,-9.781,0,0.0589,0.0017,0.829,0.0603,0.826,100.011,4
spotify:track:3nt11frQ6EX4mjijlbTinX,"me `n my upright bass","me `n my upright bass","Uwe Felchle Project",2021-12-16,70112,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:55Z,"","FUNKY MOOSE RECORDS",0.867,0.325,8,-10.93,1,0.119,0.179,0.48,0.158,0.785,88.971,4
spotify:track:2WbIWUpvztFdnF6HPGuqHp,"Charles Mc Graw - Radio Edit","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,217358,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:57Z,"","FUNKY MOOSE RECORDS",0.73,0.733,7,-10.911,0,0.149,0.0767,0.0000368,0.165,0.944,170.052,4
spotify:track:6keIDyknsUaTw3aOqRl9Qr,"Say you`re thinking of me","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,204270,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:57Z,"","FUNKY MOOSE RECORDS",0.806,0.411,2,-17.435,1,0.0835,0.0329,0.0145,0.081,0.541,100.02,4
spotify:track:45KRtrE8xoTxmbolxTe3Ed,"Chasin`a Rock","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,201039,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:57Z,"","FUNKY MOOSE RECORDS",0.919,0.509,2,-14.709,1,0.06,0.0459,0.0000802,0.0377,0.962,98.06,4
spotify:track:2WbIWUpvztFdnF6HPGuqHp,"Charles Mc Graw - Radio Edit","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,217358,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:59Z,"","FUNKY MOOSE RECORDS",0.73,0.733,7,-10.911,0,0.149,0.0767,0.0000368,0.165,0.944,170.052,4
spotify:track:6keIDyknsUaTw3aOqRl9Qr,"Say you`re thinking of me","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,204270,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:59Z,"","FUNKY MOOSE RECORDS",0.806,0.411,2,-17.435,1,0.0835,0.0329,0.0145,0.081,0.541,100.02,4
spotify:track:45KRtrE8xoTxmbolxTe3Ed,"Chasin`a Rock","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,201039,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:59Z,"","FUNKY MOOSE RECORDS",0.919,0.509,2,-14.709,1,0.06,0.0459,0.0000802,0.0377,0.962,98.06,4
spotify:track:2nUGQdyEZXRDTBGsdm5C23,"Time to activate","Time to activate","Uwe Felchle Project",2021-12-15,240053,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:01Z,"","FUNKY MOOSE RECORDS",0.712,0.567,5,-13.25,1,0.13,0.0378,0.84,0.0832,0.169,123.934,4
spotify:track:573uieaCTjwm7Hu5GmJeVE,"The Chase of Dr. Pink","The Chase of Dr. Pink","Uwe Felchle Project",2021-12-15,242285,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:03Z,"","FUNKY MOOSE RECORDS",0.778,0.616,1,-9.105,1,0.0508,0.00728,0.878,0.102,0.611,104.983,4
spotify:track:1MXk6nSfIP9S3VXd0Fp57h,"SeaView","SeaView","Uwe Felchle Project",2021-12-15,94343,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:05Z,"","FUNKY MOOSE RECORDS",0.621,0.0161,9,-30.944,1,0.0429,0.92,0.944,0.105,0.269,104.62,3
spotify:track:0DApO0b5KDZcxMJE24Sz91,"Phase 5","Phase 5","Uwe Felchle Project",2021-12-15,265896,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:06Z,"","FUNKY MOOSE RECORDS",0.814,0.182,9,-20.761,0,0.101,0.0287,0.852,0.0885,0.485,130.078,4
spotify:track:06YaO9BmdxxvF577POBUsB,"Mehr von Dir","Mehr von Dir","Uwe Felchle Project;Chriss",2021-12-15,206410,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:09Z,"italo disco,disco","FUNKY MOOSE RECORDS",0.676,0.62,11,-10.454,0,0.0364,0.0563,0.111,0.487,0.499,100.016,4
spotify:track:25wJD81QwDzbgUnyMVfuw3,"Lipstick loving Robot","Lipstick loving Robot","Uwe Felchle Project",2021-12-15,264406,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:10Z,"","FUNKY MOOSE RECORDS",0.742,0.848,7,-7.282,1,0.0397,0.0528,0.873,0.127,0.608,118.008,4
spotify:track:2clgNmmdzeudy2XpfVXRDM,"Summertime","Summertime","Uwe Felchle Project",2021-12-14,206007,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:13Z,"","FUNKY MOOSE RECORDS",0.82,0.783,8,-2.945,0,0.0773,0.205,0.581,0.283,0.94,96.034,4
spotify:track:2xgWOaZtpfqugA5AvWV8PP,"in another time","in another time","Uwe Felchle Project",2021-12-13,224828,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:15Z,"","FUNKY MOOSE RECORDS",0.694,0.653,7,-9.878,1,0.0405,0.0126,0.00133,0.0639,0.789,129.997,4
spotify:track:2IY0HNOolMynmNJighIagy,"Yippieyayayyy","Yippieyayayyy","Uwe Felchle Project",2021-12-12,232384,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:17Z,"","FUNKY MOOSE RECORDS",0.64,0.843,9,-6.216,1,0.221,0.0779,0.00000277,0.136,0.65,126.02,4
spotify:track:3QkmoMKXepyPS4JyaXnCYE,"Unknown Force","Unknown Force","Uwe Felchle Project",2021-12-11,160000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:19Z,"","FUNKY MOOSE RECORDS",0.536,0.381,9,-9.585,0,0.0293,0.484,0.176,0.39,0.174,119.888,4
spotify:track:2XK7ZkETiIL0SPlmjYabR1,"In and Out","In and Out","Uwe Felchle Project",2021-12-11,415200,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:21Z,"","FUNKY MOOSE RECORDS",0.788,0.523,7,-12.584,1,0.0808,0.2,0.838,0.102,0.167,111.013,4
spotify:track:4VtfatqME2IOJ8SRy1NqJB,"Trippin`on Champagne Mix","Keep trippin`on","Uwe Felchle Project",2021-12-10,376919,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:23Z,"","FUNKY MOOSE RECORDS",0.712,0.913,11,-8.517,0,0.0986,0.151,0.0376,0.137,0.272,122.973,4
spotify:track:1Ar4SsJI9UW2hVmPlFvz6H,"Trippin`on Floor Mix","Keep trippin`on","Uwe Felchle Project",2021-12-10,242754,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:23Z,"","FUNKY MOOSE RECORDS",0.79,0.724,11,-9.108,0,0.0832,0.0615,0.00238,0.123,0.751,121.026,4
